STOCKNO,INVOICEDAT,BRANCHNO,Make,Model,SALETYPE,SALEPRICE,COSTPRICE,METALPROFIT,Mileage,Make_new,Model_new
23537,2022-12-12,4,ford,Ford Fiesta Variants,Used Sale BFC Margin,19899.0,17750.0,1790.8333333,9987.0,ford,Ford Fiesta Variants
23538,2023-01-10,1,ford,custom,Used PX VAT Q CV,21995.0,17500.0,4495.0,74468.0,ford,Other
23539,2023-01-30,5,mercedes-benz,gla,Used Sale BFC Margin,25874.0,24000.0,1561.6666666,11408.0,mercedes-benz,gla
23540,2023-01-09,5,mercedes-benz,a class,Used Sale BFC Margin,22749.0,20500.0,1874.1666666,18173.0,mercedes-benz,a class
23541,2022-12-30,5,volkswagen,Volkswagen Golf Variants,Used Sale BFC Margin,20199.0,17650.0,2124.1666666,47780.0,volkswagen,Volkswagen Golf Variants
23542,2023-01-05,4,ford,Ford Fiesta Variants,Used Sale BFC Margin,18670.0,16800.0,1558.3333333,5324.0,ford,Ford Fiesta Variants
23543,2023-01-23,11,ford,Ford Focus Variants,Used Sale BFC Margin,19699.0,18000.0,1415.8333333,2020.0,ford,Ford Focus Variants
23544,2023-01-23,11,ford,s-max,Used Sale BFC Margin,29924.0,29000.0,770.0,12678.0,ford,s-max
23545,2023-01-04,2,ford,s-max,Used Sale BFC VAT Q,17399.1667,15791.67,1607.4967,54702.0,ford,s-max
23546,2023-01-17,2,ford,Ford Fiesta Variants,Used Sale BFC Margin,13279.0,11500.0,1482.5,22026.0,ford,Ford Fiesta Variants
23547,2023-01-26,2,ford,Ford Puma Variants,Used Sale BFC Margin,24749.0,22000.0,2290.8333333,6385.0,ford,Ford Puma Variants
23548,2022-11-28,3,ford,Ford Puma Variants,New Retail,24966.67,24217.67,749.0,,ford,Ford Puma Variants
23549,2022-12-30,5,mercedes-benz,a class,Used PX Margin,15949.0,12850.0,2582.5,36006.0,mercedes-benz,a class
23550,2022-11-28,4,ford,tourneo connect,New Retail,25089.0,23191.73,1897.27,,ford,tourneo connect
23552,2022-11-29,2,ford,Ford Transit Variants,New Retail CV,28015.0,24191.51,3823.49,25.0,ford,Ford Transit Variants
23554,2022-12-09,3,ford,Ford Focus Variants,Used PX Margin,14699.0,13000.0,1415.8333333,30880.0,ford,Ford Focus Variants
23555,2022-11-29,8,ford,Ford Puma Variants,New Retail,19904.17,19307.04,597.13,10.0,ford,Ford Puma Variants
23556,2022-12-13,8,ford,Ford Focus Variants,Used PX Margin,15838.0,13500.0,1948.3333333,14119.0,ford,Ford Focus Variants
23557,2023-01-10,2,ford,ka+,Used PX Margin,9279.0,7100.0,1815.8333333,28052.0,ford,ka+
23558,2022-12-20,5,audi,q3,Used PX Margin,12449.0,9200.0,2707.5,57469.0,audi,Other
23559,2023-01-16,2,ford,Ford Focus Variants,Used Sale BFC Margin,16100.0,14750.0,1125.0,30678.0,ford,Ford Focus Variants
23560,2022-11-28,3,ford,Ford Puma Variants,New Retail,24550.0,24217.67,332.33,,ford,Ford Puma Variants
23561,2023-01-24,2,ford,Ford Kuga Variants,Used Sale BFC Margin,21879.0,21000.0,732.5,20513.0,ford,Ford Kuga Variants
23562,2023-01-19,2,ford,Ford Focus Variants,Used Sale BFC Margin,15586.0,14150.0,1196.6666666,30563.0,ford,Ford Focus Variants
23563,2023-01-11,2,ford,Ford Kuga Variants,Used Sale BFC Margin,15279.0,13250.0,1690.8333333,14121.0,ford,Ford Kuga Variants
23564,2023-02-08,3,ford,Ford Fiesta Variants,Used PX Margin,11300.0,8672.73,2189.3916666,41452.0,ford,Ford Fiesta Variants
23565,2022-12-05,6,ford,Ford Puma Variants,Used Sale BFC Margin,20795.0,19000.0,1495.8333333,7216.0,ford,Ford Puma Variants
23566,2023-03-22,5,audi,q2,Used Sale BFC Margin,18949.0,18277.0,560.0,27697.0,audi,Other
23567,2022-12-19,4,audi,Audi A-Series Models,Used PX Margin,1800.0,1500.0,250.0,108000.0,audi,Audi A-Series Models
23568,2023-01-12,8,ford,Ford Focus Variants,Used PX Margin,14996.0,12700.0,1913.3333333,28019.0,ford,Ford Focus Variants
23569,2023-01-05,3,ford,Ford Puma Variants,Used PX Margin,20599.0,18384.05,1845.7916666,4765.0,ford,Ford Puma Variants
23570,2022-11-30,4,ford,Ford Puma Variants,New Retail,22195.83,21529.96,665.87,50.0,ford,Ford Puma Variants
23573,2022-11-29,11,ford,Ford Kuga Variants,New Retail,29912.5,30510.54,-598.04,,ford,Ford Kuga Variants
23574,2023-01-13,11,ford,Ford Kuga Variants,Used PX Margin,21924.0,20670.0,1045.0,25952.0,ford,Ford Kuga Variants
23576,2022-11-29,11,ford,ford newtrade,New Trade,31343.13,31343.13,0.0,,ford,ford newtrade
23577,2022-11-30,11,ford,ford newtrade,New Trade,31343.13,31343.13,0.0,,ford,ford newtrade
23578,2022-11-29,4,ford,ford newtrade,New Trade,20074.96,20074.96,0.0,,ford,ford newtrade
23579,2022-12-06,2,ford,Ford Transit Variants,New Fleet,28845.0,27970.84,874.16,,ford,Ford Transit Variants
23580,2022-11-29,4,ford,ford newtrade,New Trade,19788.0,19788.0,0.0,,ford,ford newtrade
23581,2022-11-29,8,ford,Ford Kuga Variants,Used Sale BFC Margin,11154.0,11154.0,0.0,13126.0,ford,Ford Kuga Variants
23582,2022-12-06,2,ford,Ford Transit Variants,New Fleet,28845.0,27970.84,874.16,,ford,Ford Transit Variants
23583,2022-12-13,4,ford,Ford Puma Variants,Used PX Margin,20399.0,18000.0,1999.1666666,5719.0,ford,Ford Puma Variants
23584,2022-12-06,2,ford,Ford Transit Variants,New Fleet,28845.0,27970.84,874.16,,ford,Ford Transit Variants
23585,2022-12-06,2,ford,Ford Transit Variants,New Fleet,28845.0,27970.84,874.16,,ford,Ford Transit Variants
23586,2022-12-01,11,ford,galaxy,New Retail,33245.83,33245.83,0.0,,ford,galaxy
23587,2022-12-02,7,ford,Ford Kuga Variants,New Retail,29620.83,30510.54,-889.71,,ford,Ford Kuga Variants
23588,2022-12-06,2,ford,Ford Transit Variants,New Fleet,28845.0,27970.84,874.16,,ford,Ford Transit Variants
23589,2023-03-01,7,ford,Ford Kuga Variants,New Retail,31395.8333,30453.96,941.8733,,ford,Ford Kuga Variants
23591,2022-12-06,2,ford,Ford Transit Variants,New Fleet,28845.0,27970.84,874.16,,ford,Ford Transit Variants
23592,2022-11-29,4,ford,Ford Kuga Variants,New Retail,32687.5,32393.96,293.54,,ford,Ford Kuga Variants
23593,2022-12-06,2,ford,Ford Transit Variants,New Fleet,28845.0,27970.84,874.16,,ford,Ford Transit Variants
23594,2022-11-30,3,ford,Ford Focus Variants,New Retail,19962.5,19788.0,174.5,,ford,Ford Focus Variants
23595,2022-12-06,2,ford,Ford Transit Variants,New Fleet,28845.0,27970.84,874.16,,ford,Ford Transit Variants
23596,2023-01-09,3,ford,Ford Focus Variants,Used PX Margin,15639.44,13876.45,1469.1583333,9229.0,ford,Ford Focus Variants
23597,2023-01-19,9,ford,Ford Fiesta Variants,Used PX Margin,7095.0,4800.0,1912.5,42470.0,ford,Ford Fiesta Variants
23598,2022-12-06,11,ford,Ford Kuga Variants,New Retail,31395.83,30453.96,941.87,,ford,Ford Kuga Variants
23600,2022-12-06,2,ford,Ford Transit Variants,New Fleet,28845.0,27970.84,874.16,,ford,Ford Transit Variants
23601,2022-11-29,2,ford,Ford Fiesta Variants,New Retail,16300.0,16902.25,-602.25,,ford,Ford Fiesta Variants
23602,2023-01-26,6,seat,ibiza,Used PX Margin,3000.0,2650.0,291.6666666,100000.0,seat,ibiza
23603,2022-12-22,7,nissan,note,Used PX Margin,2100.0,1000.0,916.6666666,70266.0,nissan,Other
23604,2023-01-11,2,ford,Ford Fiesta Variants,Used PX Margin,13879.0,11886.36,1660.5333333,8626.0,ford,Ford Fiesta Variants
23605,2022-12-06,2,ford,Ford Transit Variants,New Fleet,28845.0,27970.84,874.16,,ford,Ford Transit Variants
23606,2023-01-03,11,vauxhall,grandland x,Used PX Margin,15924.0,13585.0,1949.1666666,12502.0,vauxhall,grandland x
23607,2022-12-06,2,ford,Ford Transit Variants,New Fleet,28845.0,27970.84,874.16,,ford,Ford Transit Variants
23608,2022-12-06,2,ford,Ford Transit Variants,New Fleet,28845.0,27970.84,874.16,,ford,Ford Transit Variants
23609,2023-03-09,11,vauxhall,astra,Used PX Margin,15550.0,14300.0,1041.6666666,10571.0,vauxhall,astra
23610,2022-12-12,5,bmw,x3,Used PX Margin,37949.0,33250.0,3915.8333333,9712.0,bmw,Other
23611,2023-02-20,4,ford,Ford Fiesta Variants,Used PX Margin,14879.0,13250.0,1357.5,18829.0,ford,Ford Fiesta Variants
23612,2023-01-27,4,ford,Ford Kuga Variants,Used PX Margin,23599.0,21665.0,1611.6666666,11092.0,ford,Ford Kuga Variants
23613,2022-12-06,2,ford,Ford Transit Variants,New Fleet,28845.0,27970.84,874.16,,ford,Ford Transit Variants
23615,2022-12-06,2,ford,Ford Transit Variants,New Fleet,28845.0,27970.84,874.16,,ford,Ford Transit Variants
23616,2022-12-06,2,ford,Ford Transit Variants,New Fleet,28845.0,27970.84,874.16,,ford,Ford Transit Variants
23617,2022-12-12,11,ford,Ford Transit Variants,New Retail CV,21445.0,21077.89,367.11,,ford,Ford Transit Variants
23618,2022-11-29,1,ford,Ford Ranger Variants,New Retail CV,49775.0,45419.69,4355.31,,ford,Ford Ranger Variants
23619,2022-12-22,4,ford,Ford Focus Variants,Used PX Margin,1300.0,750.0,458.3333333,119000.0,ford,Ford Focus Variants
23620,2023-01-16,2,ford,ecosport,Used Sale BFC Margin,16085.0,15100.0,820.8333333,5980.0,ford,ecosport
23621,2023-01-10,9,ford,ecosport,Used Sale BFC Margin,13879.0,12500.0,1149.1666666,10535.0,ford,ecosport
23622,2023-01-26,1,ford,Ford Kuga Variants,Used Sale BFC Margin,32612.2,31500.0,926.8333333,10900.0,ford,Ford Kuga Variants
23625,2022-11-30,11,ford,Ford Focus Variants,New Motabilitiy,24012.5,23716.5,296.0,,ford,Ford Focus Variants
23626,2022-12-09,4,ford,galaxy,Used PX Margin,24399.0,21100.0,2749.1666666,23263.0,ford,galaxy
23628,2022-11-29,1,ford,Ford Ranger Variants,New Retail CV,49775.0,45419.69,4355.31,,ford,Ford Ranger Variants
23629,2022-11-29,10,ford,Ford Focus Variants,New Retail,19962.5,19788.0,174.5,,ford,Ford Focus Variants
23630,2022-11-30,11,ford,Ford Puma Variants,New Retail,20779.17,20964.13,-184.96,,ford,Ford Puma Variants
23631,2022-12-05,11,ford,ford newtrade,New Trade,30453.96,30453.96,0.0,,ford,ford newtrade
23633,2022-12-07,1,ford,Ford Puma Variants,New Retail,21779.17,21529.96,249.21,,ford,Ford Puma Variants
23635,2022-11-29,11,ford,Ford Puma Variants,New Retail,21612.5,20964.13,648.37,,ford,Ford Puma Variants
23636,2023-01-23,10,ford,Ford Focus Variants,Used PX Margin,15600.0,12924.58,2229.5166666,13127.0,ford,Ford Focus Variants
23638,2022-12-28,8,ford,ecosport,Used PX Margin,13150.0,11000.0,1791.6666666,28887.0,ford,ecosport
23639,2022-11-30,10,ford,Ford Fiesta Variants,New Motabilitiy,20295.83,19686.96,608.87,,ford,Ford Fiesta Variants
23640,2022-11-30,10,ford,Ford Fiesta Variants,New Motabilitiy,20295.83,19686.96,608.87,,ford,Ford Fiesta Variants
23641,2022-12-08,4,ford,Ford Fiesta Variants,Used Sale BFC Margin,16899.0,14850.0,1707.5,19872.0,ford,Ford Fiesta Variants
23642,2022-12-05,4,ford,Ford Fiesta Variants,Used PX Margin,15000.0,15000.0,0.0,23952.0,ford,Ford Fiesta Variants
23643,2023-01-12,4,ford,Ford Fiesta Variants,Used PX Margin,11299.0,9000.0,1915.8333333,20763.0,ford,Ford Fiesta Variants
23644,2022-12-22,4,ford,Ford Kuga Variants,Used Sale BFC Margin,14399.0,12200.0,1832.5,29132.0,ford,Ford Kuga Variants
23645,2022-12-13,4,ford,Ford Kuga Variants,Used Sale BFC Margin,13899.0,12550.0,1124.1666666,37528.0,ford,Ford Kuga Variants
23647,2022-12-09,4,ford,Ford Kuga Variants,Used Sale BFC Margin,31399.0,28050.0,2790.8333333,20650.0,ford,Ford Kuga Variants
23648,2023-01-18,4,ford,Ford Puma Variants,Used Sale BFC Margin,25799.01,23000.0,2332.5083333,3901.0,ford,Ford Puma Variants
23649,2023-01-27,7,ford,Ford Focus Variants,Used Sale BFC Margin,21610.0,20000.0,1341.6666666,6918.0,ford,Ford Focus Variants
23650,2022-12-15,7,ford,Ford Fiesta Variants,Used PX Margin,16500.0,16500.0,0.0,6085.0,ford,Ford Fiesta Variants
23651,2022-12-19,2,ford,Ford Kuga Variants,Used Sale BFC Margin,18800.0,17100.0,1416.6666666,18139.0,ford,Ford Kuga Variants
23652,2023-02-07,7,ford,Ford Kuga Variants,Used Sale BFC Margin,24200.0,23000.0,1000.0,18813.0,ford,Ford Kuga Variants
23653,2022-11-30,2,ford,ecosport,New Retail,19937.5,19339.38,598.12,,ford,ecosport
23654,2023-01-30,7,ford,Ford Kuga Variants,Used Sale BFC Margin,25099.0,23000.0,1749.1666666,10265.0,ford,Ford Kuga Variants
23657,2022-12-09,2,ford,Ford Fiesta Variants,New Retail,16300.0,16356.63,-56.63,,ford,Ford Fiesta Variants
23658,2023-01-31,4,ford,Ford Kuga Variants,Used Sale BFC Margin,25659.0,23700.0,1632.5,10929.0,ford,Ford Kuga Variants
23659,2023-01-10,7,ford,Ford Focus Variants,Used Sale BFC Margin,18500.0,17150.0,1125.0,9063.0,ford,Ford Focus Variants
23660,2022-12-07,4,ford,Ford Kuga Variants,Used Sale BFC Margin,15999.0,14000.0,1665.8333333,13861.0,ford,Ford Kuga Variants
23661,2022-12-29,7,ford,Ford Kuga Variants,Used Sale BFC Margin,16799.0,14500.0,1915.8333333,17537.0,ford,Ford Kuga Variants
23663,2023-01-18,7,ford,Ford Kuga Variants,Used Sale BFC Margin,16750.0,14900.0,1541.6666666,11000.0,ford,Ford Kuga Variants
23664,2023-01-03,6,land rover,Land Rover Range Rover Variants,Used Sale BFC Margin,38120.0,33500.0,3850.0,10450.0,land rover,Land Rover Range Rover Variants
23665,2023-01-23,6,bmw,BMW Series Models,Used Sale BFC Margin,26750.0,24200.0,2125.0,11000.0,bmw,BMW Series Models
23666,2023-03-17,3,ford,mustang mach-e,Used Sale BFC Margin,44927.0,55154.0,-10227.0,9912.0,ford,mustang mach-e
23668,2022-11-30,11,ford,Ford Puma Variants,New Retail,22154.17,22297.88,-143.71,,ford,Ford Puma Variants
23669,2022-12-29,10,ford,Ford Puma Variants,Used PX Margin,17999.0,16500.0,1249.1666666,15373.0,ford,Ford Puma Variants
23670,2023-01-20,5,fiat,,Used PX Margin,20750.0,19700.0,875.0,26628.0,fiat,
23671,2022-12-01,11,ford,Ford Transit Variants,New Retail CV,33795.0,34443.98,-648.98,,ford,Ford Transit Variants
23672,2022-11-30,4,ford,Ford Puma Variants,New Retail,25612.5,24217.67,1394.83,,ford,Ford Puma Variants
23673,2023-01-23,4,ford,Ford Focus Variants,Used PX Margin,21899.0,19200.0,2249.1666666,10933.0,ford,Ford Focus Variants
23674,2022-11-30,8,ford,Ford Fiesta Variants,New Retail,18550.0,17447.88,1102.12,,ford,Ford Fiesta Variants
23675,2022-12-16,4,ford,Ford Fiesta Variants,Used PX Margin,12268.0,10700.0,1306.6666666,5779.0,ford,Ford Fiesta Variants
23676,2022-12-15,7,ford,Ford Kuga Variants,Used PX Margin,23250.0,21910.14,1116.55,12547.0,ford,Ford Kuga Variants
23677,2023-04-06,3,ford,Ford Kuga Variants,Used PX Margin,25700.0,24337.66,1135.2833333,9814.0,ford,Ford Kuga Variants
23678,2022-11-30,6,vauxhall,insignia,Used PX Margin,13105.0,11750.0,1129.1666666,39852.0,vauxhall,insignia
23680,2022-11-30,8,vauxhall,corsa,Used PX Margin,600.0,500.0,83.3333333,57000.0,vauxhall,corsa
23681,2023-07-12,6,ford,Ford Puma Variants,Ex Demo VAT Q,19916.6667,20762.04,-845.3733,8680.0,ford,Ford Puma Variants
23682,2023-01-19,11,ford,Ford Focus Variants,Used PX Margin,25724.0,24014.15,1424.875,9228.0,ford,Ford Focus Variants
23684,2023-01-24,3,mercedes,a-class,Used Sale BFC Margin,19975.0,18101.0,1561.6666666,39362.0,Other,Other
23685,2023-01-20,8,ford,Ford Kuga Variants,Used Sale BFC Margin,15255.0,14200.0,879.1666666,48178.0,ford,Ford Kuga Variants
23686,2023-01-17,5,tesla,model 3,Used Sale BFC VAT Q,30790.8333,28166.67,2624.1633,20039.0,tesla,model 3
23687,2022-12-15,2,citroen,c1,Used PX Margin,2450.0,1700.0,625.0,87086.0,citroen,Other
23688,2022-12-20,7,ford,Ford Fiesta Variants,Used Sale BFC Margin,15999.0,14500.0,1249.1666666,3890.0,ford,Ford Fiesta Variants
23689,2023-01-25,4,ford,Ford Focus Variants,Used PX Margin,17699.0,15100.0,2165.8333333,22941.0,ford,Ford Focus Variants
23690,2023-01-26,7,ford,Ford Mondeo Variants,Used PX Margin,9500.0,13875.0,-4375.0,54122.0,ford,Ford Mondeo Variants
23692,2023-01-03,11,ford,Ford Fiesta Variants,Used PX Margin,9924.0,7415.0,2090.8333333,27345.0,ford,Ford Fiesta Variants
23693,2022-12-16,9,ford,Ford Fiesta Variants,Used PX Margin,3300.0,2300.0,833.3333333,69000.0,ford,Ford Fiesta Variants
23694,2023-08-29,4,ford,Ford Kuga Variants,Ex Demo VAT Q,24999.17,30453.96,-5454.79,10254.0,ford,Ford Kuga Variants
23696,2023-01-18,7,ford,motability galaxy,Used Sale BFC VAT Q,25833.33,29871.88,-4038.55,,ford,Other
23698,2023-12-29,5,ford,Ford Transit Variants,Ex Demo VAT Q CV,30490.0,47091.68,-16601.68,987.0,ford,Ford Transit Variants
23700,2022-11-30,11,volkswagen,transporter,Used Sale BFC CV Margin,6500.0,7000.0,-500.0,,volkswagen,Other
23701,2022-12-22,8,mercedes,a-class,Used Sale BFC Margin,25499.0,22900.0,2165.8333333,29445.0,Other,Other
23702,2023-01-19,8,mercedes-benz,gla,Used Sale BFC Margin,22183.0,19500.0,2235.8333333,41441.0,mercedes-benz,gla
23703,2023-01-06,8,mercedes-benz,glc coupe,Used Sale BFC Margin,23141.0,19850.0,2742.5,54465.0,mercedes-benz,Other
23704,2023-01-31,7,ford,Ford Transit Variants,Used PX Margin,10584.0,8250.0,1945.0,91000.0,ford,Ford Transit Variants
23705,2022-12-14,11,ford,Ford Transit Variants,Used PX VAT Q CV,20990.0,18500.0,2490.0,55487.0,ford,Ford Transit Variants
23706,2023-01-12,5,ds,ds 3,Used PX Margin,4450.0,6293.01,-1843.01,60004.0,Other,Other
23707,2022-12-07,2,ford,Ford Ranger Variants,New Retail CV,35875.0,32735.94,3139.06,,ford,Ford Ranger Variants
23708,2023-01-13,7,ford,Ford Kuga Variants,Used Sale BFC Margin,21799.0,19750.0,1707.5,17613.0,ford,Ford Kuga Variants
23710,2022-12-22,7,volkswagen,up,Used PX Margin,3250.0,2600.0,541.6666666,72855.0,volkswagen,Other
23712,2022-12-16,9,ford,Ford Fiesta Variants,Used PX Margin,3850.0,2750.0,916.6666666,54000.0,ford,Ford Fiesta Variants
23713,2022-12-02,4,ford,tourneo connect,New Retail,21636.0,20986.92,649.08,,ford,tourneo connect
23714,2022-12-22,9,ford,Ford Fiesta Variants,Used PX Margin,375.0,400.0,-25.0,165900.0,ford,Ford Fiesta Variants
23715,2023-01-05,9,jaguar,xf,Used PX Margin,2800.0,2500.0,250.0,95000.0,jaguar,Other
23717,2022-12-12,5,mitsubishi,outlander,Used PX Margin,13249.0,10000.0,2707.5,66768.0,mitsubishi,outlander
23718,2022-12-05,8,ford,Ford Fiesta Variants,New Retail,14966.67,15467.46,-500.79,,ford,Ford Fiesta Variants
23719,2023-01-10,5,ford,Ford Transit Variants,Used Sale BFC CV VAT Q,11650.0,11500.0,150.0,117641.0,ford,Ford Transit Variants
23720,2022-12-09,5,ford,Ford Transit Variants,Used Sale BFC CV VAT Q,1666.67,1250.0,416.67,162000.0,ford,Ford Transit Variants
23721,2023-02-22,10,ford,Ford Focus Variants,Used PX Margin,14200.0,11369.06,2359.1166666,33890.0,ford,Ford Focus Variants
23722,2022-12-10,2,ford,Ford Transit Variants,New Retail CV,56900.0,50214.25,6685.75,25.0,ford,Ford Transit Variants
23723,2022-12-10,2,ford,Ford Transit Variants,New Retail CV,56900.0,50214.25,6685.75,25.0,ford,Ford Transit Variants
23724,2022-12-10,2,ford,Ford Ranger Variants,New Retail CV,49775.0,45419.69,4355.31,25.0,ford,Ford Ranger Variants
23725,2022-12-19,10,ford,Ford Puma Variants,New Motabilitiy,21804.17,21554.21,249.96,,ford,Ford Puma Variants
23726,2022-12-16,9,ford,Ford Fiesta Variants,Used PX Margin,4300.0,4000.0,250.0,57000.0,ford,Ford Fiesta Variants
23728,2023-01-09,10,ford,s max,New Motabilitiy,31241.67,31468.33,-226.66,,ford,Other
23729,2022-12-02,3,ford,galaxy,New Motabilitiy,33041.67,33245.83,-204.16,,ford,galaxy
23730,2022-12-30,1,ford,custom,Used PX Margin CV,15995.0,13150.0,2370.8333333,67438.0,ford,Other
23732,2022-12-07,10,ford,motability s max,New Motabilitiy,31241.67,31468.33,-226.66,,ford,Other
23733,2022-12-15,8,ford,s-max,Used PX Margin,9300.0,10541.9,-1241.9,74744.0,ford,s-max
23734,2022-12-05,3,ford,Ford Puma Variants,New Retail,25612.5,24217.67,1394.83,,ford,Ford Puma Variants
23736,2022-12-05,8,ford,Ford Puma Variants,New Retail,24550.0,24217.67,332.33,,ford,Ford Puma Variants
23737,2022-12-05,2,ford,Ford Ranger Variants,New Retail CV,35875.0,32735.94,3139.06,,ford,Ford Ranger Variants
23738,2022-11-30,5,renault,scenic,Used PX Margin,900.0,800.0,83.3333333,425001.0,renault,Other
23739,2022-12-09,5,nissan,juke,Used PX Margin,20150.0,20000.0,125.0,7125.0,nissan,juke
23740,2023-01-12,11,renault,clio hatchback,Used PX Margin,1100.0,1198.0,-98.0,83491.0,renault,Other
23742,2022-12-02,8,ford,Ford Puma Variants,New Retail,21195.83,20964.13,231.7,,ford,Ford Puma Variants
23743,2023-02-14,11,vauxhall,vivaro,Used Sale BFC CV Margin,1500.0,1800.0,-300.0,133805.0,vauxhall,vivaro
23744,2023-01-10,8,ford,Ford Puma Variants,Used PX Margin,20877.0,19080.0,1497.5,16037.0,ford,Ford Puma Variants
23745,2023-01-05,1,vauxhall,adam,Used PX Margin,3600.0,3500.0,83.3333333,79362.0,vauxhall,Other
23747,2023-01-26,5,mercedes-benz,e class,Used PX Margin,28999.0,27000.0,1665.8333333,19576.0,mercedes-benz,Other
23748,2023-02-22,7,ford,Ford Focus Variants,Used Sale BFC Margin,17438.0,16000.0,1198.3333333,16474.0,ford,Ford Focus Variants
23749,2023-01-24,5,mercedes-benz,a class,Used Sale BFC VAT Q,17290.8333,15500.0,1790.8333,21866.0,mercedes-benz,a class
23750,2023-01-23,4,ford,Ford Mondeo Variants,Used Sale BFC Margin,12500.0,10000.0,2083.3333333,34276.0,ford,Ford Mondeo Variants
23751,2022-12-07,8,mercedes-benz,a class,Used Sale BFC Margin,23597.0,21622.0,1645.8333333,20265.0,mercedes-benz,a class
23752,2023-01-25,8,hyundai,tucson,Used Sale BFC VAT Q,12832.5,11666.67,1165.83,19685.0,hyundai,tucson
23753,2023-02-07,1,ford,Ford Kuga Variants,Used PX Margin,12500.0,12500.0,0.0,29000.0,ford,Ford Kuga Variants
23754,2023-02-28,5,nissan,juke,Used Sale BFC Margin,13765.0,12600.0,970.8333333,14409.0,nissan,juke
23755,2023-01-30,5,fiat,,Used Sale BFC Margin,8449.0,6600.0,1540.8333333,43305.0,fiat,
23756,2022-12-30,8,audi,q2,Used Sale BFC Margin,22506.0,21021.0,1237.5,23385.0,audi,Other
23757,2022-12-02,3,ford,Ford Puma Variants,New Retail,24550.0,24217.67,332.33,,ford,Ford Puma Variants
23758,2022-12-02,10,ford,Ford Puma Variants,New Retail,21650.63,20964.13,686.5,,ford,Ford Puma Variants
23759,2023-01-23,10,ford,ecosport,Used PX Margin,15100.0,13109.24,1658.9666666,17625.0,ford,ecosport
23761,2023-01-04,6,peugeot,,Used PX Margin,7261.0,5450.0,1509.1666666,59470.0,peugeot,
23763,2023-01-12,11,volkswagen,Volkswagen Golf Variants,Used PX Margin,1050.0,500.0,458.3333333,130119.0,volkswagen,Volkswagen Golf Variants
23764,2023-02-27,7,ford,Ford Kuga Variants,Used PX Margin,21999.0,21000.0,832.5,26539.0,ford,Ford Kuga Variants
23765,2023-01-16,1,ford,Ford Fiesta Variants,Used PX Margin,16800.0,14000.0,2333.3333333,19400.0,ford,Ford Fiesta Variants
23766,2022-12-19,5,volkswagen,Volkswagen Golf Variants,Used PX Margin,12549.0,9600.0,2457.5,60927.0,volkswagen,Volkswagen Golf Variants
23767,2022-12-02,3,ford,Ford Puma Variants,New Retail,25612.5,24217.67,1394.83,,ford,Ford Puma Variants
23768,2022-12-02,10,ford,Ford Puma Variants,New Retail,21612.5,20964.13,648.37,,ford,Ford Puma Variants
23769,2023-02-17,10,ford,Ford Fiesta Variants,Used PX Margin,13500.0,12279.0,1017.5,30419.0,ford,Ford Fiesta Variants
23770,2022-12-16,3,ford,Ford Focus Variants,Used PX Margin,17999.0,15800.0,1832.5,10574.0,ford,Ford Focus Variants
23771,2022-12-03,11,ford,Ford Puma Variants,New Motabilitiy,24229.17,24310.63,-81.46,,ford,Ford Puma Variants
23773,2022-12-09,2,ford,Ford Transit Variants,New Retail CV,26805.0,24191.51,2613.49,,ford,Ford Transit Variants
23774,2022-12-21,5,ford,Ford Ranger Variants,Used Sale BFC CV Margin,21990.0,18861.27,2607.275,36150.0,ford,Ford Ranger Variants
23775,2023-03-13,8,ford,Ford Fiesta Variants,Used Sale BFC Margin,25394.0,24250.0,953.3333333,336.0,ford,Ford Fiesta Variants
23776,2023-01-02,4,ford,Ford Fiesta Variants,Used Sale BFC Margin,11701.0,9600.0,1750.8333333,13250.0,ford,Ford Fiesta Variants
23777,2022-12-20,7,ford,Ford Fiesta Variants,Used Sale BFC Margin,19350.0,18000.0,1125.0,23052.0,ford,Ford Fiesta Variants
23778,2022-12-16,2,ford,Ford Fiesta Variants,Used Sale BFC Margin,17495.0,14950.0,2120.8333333,18872.0,ford,Ford Fiesta Variants
23779,2023-03-09,10,ford,Ford Kuga Variants,Used Sale BFC Margin,18499.0,16000.0,2082.5,58754.0,ford,Ford Kuga Variants
23780,2022-12-22,8,audi,q3,Used Sale BFC Margin,19772.0,18550.0,1018.3333333,31542.0,audi,Other
23781,2023-01-24,1,ford,Ford Fiesta Variants,Used Sale BFC Margin,15495.0,12400.0,2579.1666666,22051.0,ford,Ford Fiesta Variants
23782,2023-01-19,10,ford,Ford Fiesta Variants,Used Sale BFC Margin,14000.0,11700.0,1916.6666666,5962.0,ford,Ford Fiesta Variants
23783,2023-01-16,10,ford,ecosport,Used Sale BFC Margin,16000.0,13900.0,1750.0,16099.0,ford,ecosport
23784,2023-01-11,8,ford,Ford Puma Variants,Used PX Margin,18999.0,17410.0,1324.1666666,10822.0,ford,Ford Puma Variants
23785,2022-12-05,2,ford,tourneo connect,New Retail,21636.0,20986.92,649.08,,ford,tourneo connect
23787,2023-01-23,8,ford,Ford Fiesta Variants,Used PX Margin,12759.0,10800.0,1632.5,7891.0,ford,Ford Fiesta Variants
23788,2022-12-07,3,ford,Ford Fiesta Variants,New Motabilitiy,17425.0,17993.5,-568.5,,ford,Ford Fiesta Variants
23789,2022-12-07,3,ford,Ford Puma Variants,New Retail,21195.83,20964.13,231.7,,ford,Ford Puma Variants
